7.25,74.0,3.0,3.0,3.875,47.0,3.0,4.0,1.875,19.0,4.0,2.0,4.875,50.0,2.0,2.0,6.875,86.0,5.0,4.0,23.25,280.0,4.0,5.0,49.25,693.0,6.0,5.0,21.75,323.0,5.0,4.0,2
5.875,59.0,2.0,2.0,7.125,75.0,2.0,2.0,6.25,67.0,2.0,5.0,5.625,73.0,5.0,5.0,9.75,140.0,5.0,5.0,21.875,274.0,4.0,5.0,15.125,132.0,5.0,5.0,14.875,176.0,5.0,4.0,2
5.25,68.0,5.0,5.0,12.0,154.0,3.0,5.0,5.5,58.0,2.0,4.0,7.125,78.0,5.0,4.0,7.25,71.0,5.0,3.0,24.5,326.0,5.0,5.0,46.375,659.0,6.0,5.0,12.25,161.0,4.0,5.0,2
6.125,60.0,4.0,3.0,7.0,75.0,3.0,3.0,6.375,49.0,3.0,2.0,5.375,42.0,3.0,2.0,4.125,48.0,2.0,2.0,18.0,225.0,5.0,5.0,36.875,446.0,5.0,4.0,11.625,155.0,4.0,4.0,2
3.875,39.0,2.0,2.0,2.5,32.0,3.0,3.0,2.75,32.0,4.0,5.0,2.625,20.0,1.0,3.0,4.75,55.0,3.0,3.0,10.25,114.0,4.0,5.0,19.25,191.0,4.0,4.0,16.125,205.0,5.0,3.0,2
3.0,28.0,3.0,2.0,2.875,31.0,2.0,4.0,2.875,38.0,4.0,5.0,4.375,50.0,4.0,5.0,7.25,77.0,4.0,6.0,24.25,264.0,4.0,3.0,44.25,471.0,4.0,3.0,10.5,145.0,5.0,4.0,2
9.375,102.0,2.0,4.0,16.625,200.0,4.0,4.0,6.625,82.0,4.0,4.0,5.25,58.0,3.0,3.0,5.625,65.0,3.0,3.0,10.75,136.0,5.0,4.0,46.75,601.0,5.0,4.0,15.5,229.0,7.0,6.0,2
9.0,140.0,3.0,5.0,18.375,267.0,6.0,5.0,3.875,53.0,4.0,4.0,2.125,27.0,4.0,5.0,1.75,25.0,1.0,5.0,21.625,254.0,6.0,5.0,38.125,504.0,4.0,4.0,12.375,135.0,5.0,4.0,2
4.0,44.0,2.0,3.0,5.625,81.0,5.0,6.0,3.5,47.0,3.0,5.0,4.5,62.0,6.0,5.0,5.75,66.0,3.0,2.0,24.25,207.0,3.0,4.0,43.75,555.0,5.0,4.0,10.25,108.0,3.0,5.0,2
6.0,72.0,5.0,5.0,5.5,65.0,3.0,3.0,3.125,32.0,2.0,2.0,2.75,28.0,3.0,3.0,4.25,44.0,3.0,3.0,11.625,169.0,3.0,5.0,25.25,259.0,4.0,4.0,17.25,132.0,2.0,2.0,2
5.75,60.0,4.0,4.0,9.75,136.0,5.0,4.0,2.5,16.0,2.0,4.0,5.375,78.0,6.0,6.0,6.75,97.0,6.0,5.0,26.25,360.0,6.0,5.0,31.25,389.0,4.0,6.0,22.875,272.0,4.0,5.0,2
6.75,81.0,3.0,4.0,12.5,93.0,3.0,2.0,8.25,68.0,3.0,2.0,5.75,59.0,5.0,4.0,4.25,53.0,5.0,5.0,17.75,229.0,4.0,4.0,13.125,154.0,3.0,4.0,13.0,122.0,3.0,3.0,2
5.0,55.0,4.0,5.0,8.0,77.0,4.0,5.0,5.25,58.0,3.0,3.0,4.375,39.0,2.0,4.0,2.875,36.0,5.0,5.0,9.5,99.0,3.0,3.0,20.5,234.0,1.0,5.0,14.625,175.0,4.0,5.0,2
8.75,122.0,5.0,4.0,8.75,117.0,5.0,4.0,2.875,32.0,4.0,3.0,2.25,27.0,3.0,4.0,3.25,38.0,4.0,3.0,18.875,155.0,4.0,3.0,32.0,411.0,5.0,4.0,16.625,155.0,4.0,3.0,2
3.75,38.0,4.0,4.0,4.25,51.0,4.0,5.0,3.375,38.0,4.0,4.0,4.75,54.0,5.0,5.0,7.125,108.0,6.0,5.0,28.25,377.0,5.0,5.0,32.625,344.0,5.0,5.0,12.125,135.0,5.0,4.0,2
3.5,41.0,4.0,4.0,9.625,111.0,4.0,3.0,3.375,42.0,3.0,3.0,2.75,30.0,1.0,1.0,6.5,84.0,5.0,4.0,16.125,212.0,5.0,6.0,43.625,537.0,4.0,5.0,19.125,207.0,3.0,5.0,2
13.375,184.0,6.0,5.0,17.125,211.0,5.0,4.0,7.5,106.0,6.0,5.0,5.875,80.0,6.0,5.0,11.5,151.0,6.0,4.0,24.0,324.0,4.0,5.0,38.0,465.0,4.0,5.0,22.5,253.0,4.0,3.0,2
4.875,36.0,2.0,3.0,9.25,94.0,3.0,5.0,2.875,26.0,4.0,3.0,2.75,35.0,2.0,4.0,3.75,51.0,3.0,4.0,14.125,184.0,6.0,5.0,34.0,403.0,5.0,4.0,10.0,122.0,5.0,4.0,2
2.875,34.0,2.0,3.0,6.625,71.0,4.0,3.0,2.875,26.0,2.0,2.0,2.875,42.0,4.0,5.0,5.0,60.0,3.0,3.0,25.875,356.0,6.0,5.0,28.75,394.0,5.0,4.0,14.625,182.0,5.0,4.0,2
3.875,39.0,3.0,4.0,4.0,33.0,3.0,2.0,2.0,29.0,3.0,5.0,3.375,39.0,4.0,5.0,8.625,122.0,6.0,5.0,39.625,555.0,6.0,5.0,38.5,521.0,6.0,5.0,11.25,121.0,3.0,3.0,2
8.625,97.0,3.0,5.0,9.75,104.0,4.0,3.0,7.625,71.0,3.0,3.0,6.0,44.0,2.0,2.0,5.0,67.0,3.0,5.0,9.75,127.0,6.0,5.0,9.5,103.0,3.0,3.0,12.25,135.0,5.0,4.0,2
7.75,99.0,4.0,4.0,8.625,100.0,1.0,5.0,6.875,71.0,3.0,4.0,5.375,64.0,5.0,4.0,6.125,69.0,3.0,4.0,14.0,156.0,5.0,4.0,30.75,434.0,4.0,5.0,22.375,159.0,3.0,2.0,2
4.375,47.0,4.0,3.0,6.625,87.0,3.0,4.0,2.625,27.0,3.0,3.0,2.875,31.0,4.0,4.0,7.5,88.0,2.0,2.0,13.875,131.0,2.0,3.0,27.0,307.0,3.0,3.0,19.625,267.0,6.0,5.0,2
3.375,30.0,2.0,5.0,6.125,61.0,3.0,4.0,4.625,50.0,4.0,4.0,5.25,59.0,5.0,4.0,11.0,151.0,6.0,5.0,18.125,210.0,5.0,4.0,22.0,134.0,3.0,2.0,18.625,231.0,4.0,6.0,2
11.0,122.0,2.0,6.0,12.375,128.0,6.0,5.0,6.0,53.0,2.0,2.0,5.125,38.0,3.0,2.0,4.875,52.0,5.0,6.0,15.375,198.0,4.0,5.0,37.125,380.0,3.0,3.0,6.625,53.0,2.0,2.0,2
3.375,36.0,3.0,3.0,4.0,52.0,6.0,6.0,3.0,37.0,3.0,5.0,4.75,59.0,6.0,5.0,9.5,121.0,5.0,4.0,12.875,132.0,5.0,5.0,29.75,323.0,4.0,4.0,12.0,128.0,2.0,4.0,2
8.375,101.0,5.0,4.0,14.625,194.0,6.0,5.0,6.375,90.0,5.0,5.0,4.0,43.0,4.0,4.0,9.375,141.0,5.0,5.0,25.75,339.0,5.0,5.0,37.125,556.0,6.0,6.0,10.0,132.0,4.0,5.0,2
3.0,38.0,2.0,5.0,7.625,102.0,2.0,5.0,1.5,15.0,5.0,4.0,1.875,20.0,2.0,2.0,3.75,35.0,4.0,3.0,11.0,150.0,6.0,5.0,22.875,297.0,5.0,4.0,25.25,365.0,5.0,5.0,2
5.5,67.0,4.0,4.0,6.75,66.0,4.0,4.0,5.0,63.0,4.0,5.0,6.5,72.0,3.0,4.0,6.875,78.0,3.0,3.0,21.625,291.0,5.0,5.0,19.25,171.0,3.0,3.0,19.25,251.0,5.0,4.0,2
9.375,125.0,6.0,5.0,20.75,273.0,5.0,5.0,9.25,79.0,3.0,2.0,6.125,49.0,2.0,2.0,6.75,80.0,4.0,4.0,20.125,254.0,5.0,5.0,29.0,326.0,6.0,5.0,20.625,197.0,2.0,4.0,2
8.25,119.0,4.0,4.0,8.375,96.0,6.0,5.0,5.5,69.0,5.0,4.0,6.0,68.0,5.0,4.0,5.0,70.0,6.0,5.0,13.5,207.0,4.0,5.0,59.75,759.0,6.0,5.0,25.375,296.0,4.0,3.0,2
7.875,95.0,4.0,4.0,6.125,73.0,5.0,6.0,3.75,45.0,5.0,4.0,2.875,29.0,3.0,4.0,6.875,80.0,5.0,4.0,13.0,177.0,6.0,5.0,39.5,483.0,4.0,5.0,22.875,344.0,5.0,5.0,2
8.375,91.0,4.0,5.0,18.625,200.0,4.0,5.0,6.125,77.0,5.0,4.0,6.0,71.0,4.0,4.0,9.75,130.0,6.0,5.0,17.625,211.0,5.0,4.0,58.625,591.0,4.0,5.0,9.75,137.0,5.0,5.0,2
11.5,122.0,5.0,4.0,15.5,172.0,5.0,4.0,5.25,52.0,3.0,4.0,3.5,39.0,3.0,3.0,3.625,41.0,3.0,3.0,19.75,217.0,4.0,4.0,36.5,390.0,5.0,4.0,17.125,173.0,5.0,5.0,2
7.75,92.0,6.0,5.0,17.125,190.0,4.0,4.0,3.875,41.0,4.0,4.0,4.875,41.0,3.0,5.0,7.25,70.0,3.0,3.0,19.25,270.0,4.0,5.0,40.875,505.0,3.0,4.0,17.0,185.0,3.0,3.0,2
4.625,31.0,2.0,2.0,7.625,57.0,2.0,4.0,4.5,60.0,4.0,4.0,6.125,70.0,4.0,5.0,4.0,40.0,4.0,3.0,15.75,183.0,5.0,5.0,22.125,256.0,4.0,4.0,10.375,83.0,4.0,2.0,2
8.125,108.0,6.0,5.0,5.0,51.0,5.0,4.0,1.75,16.0,1.0,2.0,3.625,38.0,2.0,4.0,6.25,55.0,3.0,2.0,18.0,183.0,5.0,4.0,16.875,225.0,4.0,4.0,11.5,113.0,3.0,2.0,2
7.25,67.0,2.0,2.0,5.875,58.0,4.0,4.0,1.5,15.0,1.0,3.0,2.75,18.0,2.0,1.0,6.5,62.0,4.0,3.0,19.25,149.0,4.0,5.0,29.25,288.0,4.0,4.0,15.375,166.0,4.0,5.0,2
6.25,81.0,6.0,4.0,10.0,132.0,4.0,3.0,3.375,47.0,3.0,5.0,4.0,49.0,2.0,3.0,5.625,57.0,2.0,2.0,13.375,123.0,2.0,4.0,29.0,343.0,6.0,5.0,8.25,54.0,2.0,1.0,2
8.5,75.0,4.0,2.0,5.0,46.0,4.0,4.0,3.375,39.0,2.0,4.0,3.625,43.0,4.0,4.0,5.625,73.0,4.0,4.0,20.875,222.0,4.0,3.0,37.5,470.0,4.0,5.0,16.375,245.0,6.0,5.0,2
4.25,39.0,3.0,3.0,3.875,32.0,2.0,3.0,3.875,38.0,2.0,5.0,6.125,77.0,4.0,5.0,4.125,37.0,4.0,3.0,11.375,72.0,2.0,2.0,26.875,277.0,4.0,4.0,13.0,185.0,6.0,5.0,2
5.625,61.0,3.0,4.0,15.5,132.0,3.0,2.0,7.75,71.0,2.0,2.0,5.25,49.0,2.0,4.0,7.0,59.0,2.0,3.0,19.875,224.0,3.0,3.0,40.625,512.0,5.0,4.0,22.0,289.0,6.0,6.0,2
5.625,66.0,4.0,4.0,10.625,161.0,4.0,5.0,6.0,83.0,5.0,5.0,8.375,108.0,5.0,5.0,11.375,129.0,5.0,5.0,18.125,227.0,5.0,6.0,37.5,405.0,6.0,5.0,11.125,95.0,3.0,3.0,2
9.375,122.0,5.0,4.0,10.25,146.0,6.0,6.0,5.125,74.0,6.0,6.0,6.125,72.0,5.0,4.0,6.5,89.0,4.0,4.0,32.5,462.0,6.0,6.0,54.875,816.0,7.0,6.0,15.5,196.0,6.0,6.0,2
4.75,57.0,4.0,4.0,10.625,134.0,5.0,6.0,4.5,41.0,4.0,3.0,2.375,25.0,4.0,5.0,4.0,45.0,6.0,5.0,14.375,167.0,4.0,3.0,30.125,349.0,3.0,4.0,14.125,172.0,6.0,5.0,2
4.75,51.0,3.0,4.0,7.875,73.0,3.0,5.0,2.875,32.0,6.0,5.0,4.0,37.0,4.0,3.0,4.875,49.0,4.0,3.0,17.75,182.0,3.0,3.0,27.125,325.0,4.0,3.0,17.75,193.0,4.0,6.0,2
4.75,71.0,3.0,4.0,8.375,102.0,4.0,5.0,5.625,55.0,4.0,4.0,7.25,72.0,3.0,3.0,4.375,51.0,5.0,4.0,13.5,206.0,6.0,5.0,22.125,228.0,4.0,5.0,23.625,320.0,6.0,5.0,2
4.625,60.0,6.0,5.0,4.625,68.0,5.0,6.0,2.875,32.0,2.0,4.0,3.75,43.0,2.0,5.0,7.875,82.0,2.0,4.0,21.875,265.0,6.0,5.0,25.0,333.0,5.0,5.0,22.375,217.0,4.0,3.0,2
6.625,83.0,4.0,4.0,5.125,69.0,6.0,5.0,3.25,36.0,4.0,5.0,4.0,40.0,3.0,4.0,7.5,76.0,3.0,3.0,32.625,347.0,4.0,3.0,65.125,578.0,4.0,5.0,26.875,305.0,3.0,3.0,2
9.75,114.0,3.0,3.0,10.625,149.0,4.0,4.0,6.125,69.0,4.0,3.0,7.75,90.0,4.0,3.0,13.375,153.0,3.0,3.0,29.25,377.0,6.0,5.0,34.375,348.0,4.0,3.0,10.25,98.0,4.0,2.0,2
9.625,114.0,4.0,3.0,16.75,205.0,4.0,4.0,5.0,54.0,2.0,4.0,3.375,20.0,2.0,3.0,4.625,38.0,2.0,3.0,22.875,288.0,5.0,4.0,45.25,651.0,4.0,4.0,18.5,248.0,5.0,5.0,2
3.5,31.0,3.0,5.0,6.375,52.0,5.0,4.0,1.875,14.0,0.0,3.0,3.0,27.0,3.0,3.0,4.0,52.0,3.0,4.0,16.375,234.0,4.0,5.0,38.0,558.0,6.0,6.0,13.5,192.0,5.0,5.0,2
5.625,68.0,3.0,3.0,10.875,136.0,5.0,4.0,6.25,74.0,2.0,4.0,8.5,105.0,3.0,4.0,12.0,156.0,5.0,4.0,24.875,359.0,6.0,5.0,22.625,313.0,4.0,4.0,21.5,269.0,4.0,3.0,2
3.875,22.0,0.0,3.0,6.375,75.0,3.0,6.0,6.25,56.0,2.0,3.0,5.125,62.0,4.0,5.0,5.75,54.0,3.0,4.0,25.375,261.0,5.0,4.0,16.125,167.0,3.0,4.0,10.125,70.0,2.0,2.0,2
1.5,15.0,0.0,4.0,3.375,37.0,2.0,2.0,3.25,20.0,2.0,1.0,6.125,53.0,4.0,5.0,6.625,57.0,3.0,4.0,19.625,199.0,5.0,5.0,35.625,404.0,4.0,6.0,19.875,261.0,6.0,5.0,2
4.125,35.0,3.0,2.0,3.625,48.0,5.0,5.0,3.125,26.0,4.0,3.0,1.375,18.0,0.0,2.0,3.75,31.0,2.0,5.0,10.125,115.0,4.0,3.0,38.75,508.0,6.0,6.0,16.25,181.0,3.0,4.0,2
2.625,27.0,4.0,3.0,2.375,22.0,2.0,2.0,3.0,35.0,4.0,4.0,4.5,57.0,4.0,4.0,9.0,113.0,5.0,4.0,22.5,247.0,2.0,4.0,43.75,309.0,2.0,6.0,5.875,26.0,1.0,2.0,2
6.625,66.0,4.0,3.0,6.0,47.0,2.0,3.0,4.25,47.0,4.0,4.0,5.125,65.0,4.0,4.0,5.375,62.0,4.0,3.0,32.75,380.0,5.0,5.0,51.625,524.0,5.0,4.0,24.75,333.0,5.0,5.0,2
5.875,75.0,6.0,5.0,6.875,97.0,4.0,4.0,2.625,25.0,2.0,2.0,4.125,33.0,3.0,2.0,7.375,66.0,3.0,4.0,19.0,233.0,5.0,4.0,29.375,362.0,5.0,4.0,10.625,90.0,3.0,3.0,2
6.375,69.0,4.0,4.0,6.125,47.0,3.0,6.0,2.375,31.0,4.0,6.0,3.75,39.0,2.0,4.0,3.25,32.0,1.0,4.0,18.5,244.0,4.0,5.0,22.5,289.0,6.0,5.0,13.25,134.0,4.0,3.0,2
4.25,46.0,3.0,4.0,3.375,35.0,5.0,4.0,4.5,54.0,3.0,6.0,6.875,82.0,4.0,4.0,7.5,95.0,4.0,4.0,17.875,130.0,2.0,2.0,26.75,353.0,6.0,5.0,20.0,231.0,6.0,5.0,2
4.0,35.0,2.0,1.0,4.375,50.0,3.0,6.0,5.875,46.0,3.0,2.0,5.375,45.0,3.0,2.0,4.125,45.0,4.0,4.0,13.125,159.0,3.0,5.0,27.25,297.0,4.0,5.0,12.75,95.0,3.0,1.0,2
5.125,60.0,4.0,4.0,9.25,106.0,6.0,5.0,2.875,38.0,3.0,5.0,4.0,50.0,3.0,5.0,5.125,56.0,3.0,4.0,12.375,129.0,3.0,2.0,34.5,357.0,5.0,4.0,15.625,197.0,5.0,4.0,2
2.875,31.0,1.0,3.0,4.5,47.0,4.0,5.0,2.25,24.0,4.0,3.0,1.875,16.0,2.0,2.0,4.625,55.0,3.0,5.0,12.25,166.0,6.0,6.0,47.25,600.0,6.0,6.0,7.5,55.0,2.0,3.0,2
6.75,78.0,5.0,5.0,11.25,153.0,4.0,5.0,6.625,78.0,4.0,5.0,6.875,82.0,6.0,5.0,8.0,90.0,6.0,4.0,29.5,438.0,6.0,6.0,59.625,881.0,6.0,6.0,26.5,310.0,6.0,5.0,2
6.25,69.0,5.0,4.0,6.75,69.0,2.0,4.0,3.875,23.0,1.0,4.0,4.25,34.0,1.0,3.0,5.875,54.0,0.0,3.0,20.625,255.0,3.0,3.0,41.625,454.0,2.0,4.0,15.875,145.0,4.0,3.0,2
4.0,55.0,2.0,4.0,5.25,53.0,4.0,3.0,3.125,33.0,3.0,3.0,1.625,14.0,3.0,2.0,2.375,23.0,2.0,3.0,13.625,161.0,3.0,3.0,23.375,249.0,4.0,5.0,15.375,171.0,6.0,5.0,2
5.0,58.0,4.0,4.0,4.125,45.0,2.0,3.0,2.375,29.0,4.0,4.0,2.375,30.0,3.0,6.0,3.5,49.0,5.0,5.0,14.25,157.0,4.0,4.0,14.25,186.0,4.0,6.0,5.75,59.0,6.0,5.0,2
6.25,65.0,5.0,3.0,8.5,101.0,5.0,4.0,5.5,44.0,2.0,2.0,4.75,41.0,2.0,2.0,5.125,47.0,4.0,3.0,31.25,323.0,4.0,4.0,27.125,357.0,5.0,4.0,21.5,307.0,4.0,4.0,2
3.75,48.0,4.0,5.0,3.125,35.0,3.0,5.0,2.5,14.0,2.0,6.0,2.75,40.0,6.0,5.0,2.625,21.0,2.0,3.0,10.625,95.0,3.0,4.0,8.375,78.0,5.0,2.0,10.5,159.0,5.0,5.0,2
1.625,22.0,1.0,4.0,3.125,40.0,4.0,3.0,3.0,22.0,1.0,2.0,3.25,36.0,3.0,3.0,6.625,72.0,4.0,4.0,17.5,174.0,4.0,4.0,48.875,663.0,5.0,6.0,13.375,175.0,6.0,5.0,2
2.75,34.0,3.0,4.0,2.5,21.0,3.0,3.0,3.25,37.0,4.0,3.0,5.875,59.0,3.0,5.0,9.5,102.0,5.0,4.0,32.375,409.0,5.0,4.0,31.25,365.0,3.0,4.0,16.875,237.0,5.0,5.0,2
6.375,70.0,3.0,4.0,8.75,95.0,4.0,5.0,4.0,35.0,3.0,5.0,4.75,58.0,5.0,5.0,6.0,76.0,5.0,5.0,15.125,197.0,6.0,5.0,41.0,498.0,4.0,3.0,13.375,125.0,3.0,3.0,2
4.5,56.0,5.0,4.0,5.5,63.0,4.0,4.0,4.0,46.0,5.0,4.0,4.125,52.0,5.0,4.0,6.0,77.0,5.0,4.0,18.25,195.0,3.0,5.0,26.625,355.0,5.0,5.0,17.0,173.0,4.0,3.0,2
3.875,50.0,3.0,5.0,4.375,53.0,6.0,5.0,2.625,27.0,2.0,4.0,3.25,31.0,4.0,2.0,5.5,77.0,5.0,5.0,21.125,246.0,2.0,4.0,42.125,320.0,2.0,3.0,25.75,359.0,3.0,4.0,2
4.875,53.0,2.0,3.0,5.5,67.0,4.0,5.0,3.0,34.0,2.0,4.0,3.0,37.0,7.0,6.0,4.375,53.0,6.0,5.0,10.875,91.0,3.0,2.0,22.125,200.0,3.0,2.0,11.0,160.0,6.0,5.0,2
3.125,37.0,4.0,4.0,2.875,36.0,6.0,6.0,2.125,27.0,2.0,3.0,4.25,59.0,4.0,6.0,7.875,111.0,5.0,4.0,29.0,357.0,5.0,4.0,26.625,271.0,4.0,3.0,20.875,289.0,3.0,4.0,2
4.625,66.0,6.0,5.0,4.75,48.0,3.0,3.0,3.875,39.0,4.0,5.0,4.75,54.0,5.0,5.0,4.375,67.0,6.0,6.0,18.0,147.0,3.0,2.0,18.625,269.0,5.0,4.0,18.5,266.0,4.0,5.0,2
5.625,67.0,4.0,3.0,11.0,143.0,3.0,3.0,2.625,19.0,3.0,4.0,3.75,24.0,3.0,3.0,2.875,34.0,6.0,5.0,8.5,93.0,3.0,4.0,11.625,163.0,3.0,5.0,11.875,123.0,4.0,4.0,2
3.375,32.0,2.0,5.0,5.25,76.0,5.0,5.0,2.125,24.0,1.0,2.0,3.375,39.0,2.0,3.0,4.5,41.0,3.0,4.0,20.25,251.0,5.0,6.0,38.625,371.0,3.0,3.0,18.875,191.0,3.0,4.0,2
4.5,54.0,5.0,6.0,4.0,44.0,3.0,2.0,2.5,17.0,2.0,2.0,3.125,39.0,5.0,5.0,5.75,78.0,5.0,6.0,15.375,131.0,3.0,4.0,18.625,190.0,2.0,4.0,23.125,316.0,4.0,5.0,2
4.25,54.0,4.0,4.0,2.25,28.0,2.0,4.0,3.625,30.0,3.0,2.0,5.5,47.0,3.0,2.0,9.75,120.0,5.0,5.0,26.5,354.0,5.0,4.0,80.75,981.0,5.0,5.0,17.125,195.0,5.0,4.0,2
4.5,55.0,4.0,4.0,5.0,59.0,3.0,5.0,3.375,40.0,3.0,3.0,3.625,37.0,2.0,3.0,8.0,99.0,4.0,4.0,15.75,160.0,3.0,4.0,26.625,252.0,3.0,2.0,11.0,136.0,5.0,4.0,2
5.625,71.0,3.0,5.0,2.0,25.0,5.0,5.0,2.625,30.0,3.0,5.0,4.125,46.0,2.0,3.0,7.75,87.0,5.0,4.0,23.125,287.0,3.0,5.0,48.875,599.0,5.0,4.0,11.375,149.0,6.0,5.0,2
6.375,71.0,6.0,5.0,9.625,95.0,2.0,4.0,5.25,40.0,2.0,2.0,5.75,48.0,1.0,2.0,5.25,52.0,2.0,4.0,18.5,198.0,3.0,5.0,32.625,306.0,2.0,3.0,19.625,243.0,5.0,5.0,2
